,date_time,intensity_forecast,intensity_actual
36276,2020-02-20T1815,196,185
36277,2020-02-20T1845,192,182
36278,2020-02-20T1915,187,178
36279,2020-02-20T1945,179,178
36280,2020-02-20T2015,174,178
36281,2020-02-20T2045,179,163
36282,2020-02-20T2115,174,140
36283,2020-02-20T2145,153,127
36284,2020-02-20T2215,129,118
36285,2020-02-20T2245,116,110
36286,2020-02-20T2315,112,104
36287,2020-02-20T2345,106,108
36288,2020-02-21T0015,102,118
36289,2020-02-21T0045,108,126
36290,2020-02-21T0115,127,127
36291,2020-02-21T0145,133,127
36292,2020-02-21T0215,130,126
36293,2020-02-21T0245,125,119
36294,2020-02-21T0315,124,111
36295,2020-02-21T0345,113,112
36296,2020-02-21T0415,108,115
36297,2020-02-21T0445,114,118
36298,2020-02-21T0515,117,130
36299,2020-02-21T0545,121,142
36300,2020-02-21T0615,137,153
36301,2020-02-21T0645,146,160
36302,2020-02-21T0715,157,166
36303,2020-02-21T0745,159,171
36304,2020-02-21T0815,165,177
36305,2020-02-21T0845,170,178
36306,2020-02-21T0915,174,177
36307,2020-02-21T0945,159,173
36308,2020-02-21T1015,176,171
36309,2020-02-21T1045,170,170
36310,2020-02-21T1115,172,171
36311,2020-02-21T1145,169,172
36312,2020-02-21T1215,170,172
36313,2020-02-21T1245,171,172
36314,2020-02-21T1315,170,169
36315,2020-02-21T1345,173,168
36316,2020-02-21T1415,168,166
36317,2020-02-21T1445,165,163
36318,2020-02-21T1515,165,162
36319,2020-02-21T1545,161,160
36320,2020-02-21T1615,160,165
36321,2020-02-21T1645,159,166
36322,2020-02-21T1715,161,170
36323,2020-02-21T1745,168,174
36324,2020-02-21T1815,175,171
36325,2020-02-21T1845,176,170
36326,2020-02-21T1915,170,167
36327,2020-02-21T1945,169,156
36328,2020-02-21T2015,164,141
36329,2020-02-21T2045,151,126
36330,2020-02-21T2115,132,113
36331,2020-02-21T2145,115,114
36332,2020-02-21T2215,107,114
36333,2020-02-21T2245,114,107
36334,2020-02-21T2315,113,104
36335,2020-02-21T2345,106,108
36336,2020-02-22T0015,107,120
36337,2020-02-22T0045,112,125
36338,2020-02-22T0115,128,118
36339,2020-02-22T0145,130,118
36340,2020-02-22T0215,117,116
36341,2020-02-22T0245,114,112
36342,2020-02-22T0315,116,105
36343,2020-02-22T0345,112,102
36344,2020-02-22T0415,107,102
36345,2020-02-22T0445,102,102
36346,2020-02-22T0515,103,101
36347,2020-02-22T0545,103,98
36348,2020-02-22T0615,102,104
36349,2020-02-22T0645,97,110
36350,2020-02-22T0715,107,110
36351,2020-02-22T0745,109,112
36352,2020-02-22T0815,108,119
36353,2020-02-22T0845,108,117
36354,2020-02-22T0915,115,111
36355,2020-02-22T0945,113,108
36356,2020-02-22T1015,107,107
36357,2020-02-22T1045,104,105
36358,2020-02-22T1115,105,104
36359,2020-02-22T1145,103,103
36360,2020-02-22T1215,105,104
36361,2020-02-22T1245,104,105
36362,2020-02-22T1315,105,110
36363,2020-02-22T1345,107,115
36364,2020-02-22T1415,112,117
36365,2020-02-22T1445,117,118
36366,2020-02-22T1515,11,122
36367,2020-02-22T1545,118,131
36368,2020-02-22T1615,124,141
36369,2020-02-22T1645,135,150
36370,2020-02-22T1715,147,154
36371,2020-02-22T1745,150,161
36372,2020-02-22T1815,159,157
36373,2020-02-22T1845,169,155
36374,2020-02-22T1915,165,153
36375,2020-02-22T1945,155,152
36376,2020-02-22T2015,151,146
36377,2020-02-22T2045,149,135
36378,2020-02-22T2115,138,123
36379,2020-02-22T2145,125,114
36380,2020-02-22T2215,114,109
36381,2020-02-22T2245,110,110
36382,2020-02-22T2315,109,108
36383,2020-02-22T2345,113,105
36384,2020-02-23T0015,110,106
36385,2020-02-23T0045,91,121
36386,2020-02-23T0115,114,130
36387,2020-02-23T0145,131,131
36388,2020-02-23T0215,136,134
36389,2020-02-23T0245,135,135
36390,2020-02-23T0315,135,135
36391,2020-02-23T0345,133,139
36392,2020-02-23T0415,138,140
36393,2020-02-23T0445,143,144
36394,2020-02-23T0515,142,152
36395,2020-02-23T0545,148,162
36396,2020-02-23T0615,158,168
36397,2020-02-23T0645,166,169
36398,2020-02-23T0715,170,164
36399,2020-02-23T0745,168,159
36400,2020-02-23T0815,158,161
36401,2020-02-23T0845,156,162
36402,2020-02-23T0915,159,160
36403,2020-02-23T0945,159,151
36404,2020-02-23T1015,156,134
36405,2020-02-23T1045,140,124
36406,2020-02-23T1115,126,115
36407,2020-02-23T1145,115,109
36408,2020-02-23T1215,111,105
36409,2020-02-23T1245,103,101
36410,2020-02-23T1315,101,102
36411,2020-02-23T1345,100,105
36412,2020-02-23T1415,103,112
36413,2020-02-23T1445,109,118
36414,2020-02-23T1515,117,129
36415,2020-02-23T1545,123,154
36416,2020-02-23T1615,137,176
36417,2020-02-23T1645,169,196
36418,2020-02-23T1715,192,213
36419,2020-02-23T1745,208,221
36420,2020-02-23T1815,233,229
36421,2020-02-23T1845,238,235
36422,2020-02-23T1915,250,238
36423,2020-02-23T1945,246,241
36424,2020-02-23T2015,240,247
36425,2020-02-23T2045,243,249
36426,2020-02-23T2115,249,245
36427,2020-02-23T2145,252,248
36428,2020-02-23T2215,251,248
36429,2020-02-23T2245,252,243
36430,2020-02-23T2315,249,242
36431,2020-02-23T2345,242,246
36432,2020-02-24T0015,244,254
36433,2020-02-24T0045,258,254
36434,2020-02-24T0115,259,247
36435,2020-02-24T0145,259,241
36436,2020-02-24T0215,248,232
36437,2020-02-24T0245,231,214
36438,2020-02-24T0315,219,203
36439,2020-02-24T0345,210,190
36440,2020-02-24T0415,196,184
36441,2020-02-24T0445,184,175
36442,2020-02-24T0515,175,166
36443,2020-02-24T0545,171,165
36444,2020-02-24T0615,165,174
36445,2020-02-24T0645,162,187
36446,2020-02-24T0715,175,194
36447,2020-02-24T0745,193,193
36448,2020-02-24T0815,198,192
36449,2020-02-24T0845,193,191
36450,2020-02-24T0915,186,194
36451,2020-02-24T0945,186,198
36452,2020-02-24T1015,191,202
36453,2020-02-24T1045,198,204
36454,2020-02-24T1115,200,208
36455,2020-02-24T1145,204,208
36456,2020-02-24T1215,207,206
36457,2020-02-24T1245,207,205
36458,2020-02-24T1315,206,209
36459,2020-02-24T1345,207,213
36460,2020-02-24T1415,212,212
36461,2020-02-24T1445,211,202
36462,2020-02-24T1515,209,192
36463,2020-02-24T1545,196,195
36464,2020-02-24T1615,187,201
36465,2020-02-24T1645,188,207
36466,2020-02-24T1715,206,208
36467,2020-02-24T1745,211,207
36468,2020-02-24T1815,206,207
36469,2020-02-24T1845,212,204
36470,2020-02-24T1915,208,201
36471,2020-02-24T1945,202,193
36472,2020-02-24T2015,195,185
36473,2020-02-24T2045,189,174
36474,2020-02-24T2115,178,164
36475,2020-02-24T2145,167,154
36476,2020-02-24T2215,159,137
36477,2020-02-24T2245,148,117
36478,2020-02-24T2315,126,113
36479,2020-02-24T2345,108,115
36480,2020-02-25T0015,109,120
36481,2020-02-25T0045,115,123
36482,2020-02-25T0115,125,124
36483,2020-02-25T0145,129,123
36484,2020-02-25T0215,126,123
36485,2020-02-25T0245,122,125
36486,2020-02-25T0315,119,127
36487,2020-02-25T0345,126,130
36488,2020-02-25T0415,127,136
36489,2020-02-25T0445,132,137
36490,2020-02-25T0515,137,142
36491,2020-02-25T0545,138,163
36492,2020-02-25T0615,148,194
36493,2020-02-25T0645,175,211
36494,2020-02-25T0715,212,219
36495,2020-02-25T0745,222,219
36496,2020-02-25T0815,230,212
36497,2020-02-25T0845,223,207
36498,2020-02-25T0915,212,204
36499,2020-02-25T0945,199,203
36500,2020-02-25T1015,199,199
36501,2020-02-25T1045,201,199
36502,2020-02-25T1115,198,198
36503,2020-02-25T1145,199,199
36504,2020-02-25T1215,199,205
36505,2020-02-25T1245,203,210
36506,2020-02-25T1315,211,218
36507,2020-02-25T1345,215,224
36508,2020-02-25T1415,222,231
36509,2020-02-25T1445,228,237
36510,2020-02-25T1515,236,243
36511,2020-02-25T1545,243,254
36512,2020-02-25T1615,251,258
36513,2020-02-25T1645,260,260
36514,2020-02-25T1715,261,262
36515,2020-02-25T1745,261,264
36516,2020-02-25T1815,265,263
36517,2020-02-25T1845,264,264
36518,2020-02-25T1915,262,264
36519,2020-02-25T1945,262,261
36520,2020-02-25T2015,260,257
36521,2020-02-25T2045,260,249
36522,2020-02-25T2115,252,238
36523,2020-02-25T2145,242,221
36524,2020-02-25T2215,233,195
36525,2020-02-25T2245,213,166
36526,2020-02-25T2315,183,149
36527,2020-02-25T2345,156,147
36528,2020-02-26T0015,141,142
36529,2020-02-26T0045,139,141
36530,2020-02-26T0115,140,138
36531,2020-02-26T0145,140,141
36532,2020-02-26T0215,143,145
36533,2020-02-26T0245,146,146
36534,2020-02-26T0315,145,143
36535,2020-02-26T0345,142,148
36536,2020-02-26T0415,142,147
36537,2020-02-26T0445,145,143
36538,2020-02-26T0515,147,145
36539,2020-02-26T0545,142,157
36540,2020-02-26T0615,150,183
36541,2020-02-26T0645,170,198
36542,2020-02-26T0715,198,200
36543,2020-02-26T0745,208,199
36544,2020-02-26T0815,214,191
36545,2020-02-26T0845,203,190
36546,2020-02-26T0915,189,189
36547,2020-02-26T0945,190,185
36548,2020-02-26T1015,188,181
36549,2020-02-26T1045,184,177
36550,2020-02-26T1115,178,173
36551,2020-02-26T1145,172,173
36552,2020-02-26T1215,171,171
36553,2020-02-26T1245,169,168
36554,2020-02-26T1315,167,165
36555,2020-02-26T1345,167,166
36556,2020-02-26T1415,165,172
36557,2020-02-26T1445,169,179
36558,2020-02-26T1515,178,192
36559,2020-02-26T1545,187,211
36560,2020-02-26T1615,207,230
36561,2020-02-26T1645,227,241
36562,2020-02-26T1715,245,242
36563,2020-02-26T1745,251,241
36564,2020-02-26T1815,244,247
36565,2020-02-26T1845,241,248
36566,2020-02-26T1915,250,244
36567,2020-02-26T1945,249,240
36568,2020-02-26T2015,243,244
36569,2020-02-26T2045,242,240
36570,2020-02-26T2115,244,229
36571,2020-02-26T2145,239,215
36572,2020-02-26T2215,224,209
36573,2020-02-26T2245,211,205
36574,2020-02-26T2315,206,198
36575,2020-02-26T2345,202,199
36576,2020-02-27T0015,190,204
36577,2020-02-27T0045,195,209
36578,2020-02-27T0115,207,208
36579,2020-02-27T0145,217,210
36580,2020-02-27T0215,217,214
36581,2020-02-27T0245,215,216
36582,2020-02-27T0315,214,210
36583,2020-02-27T0345,217,209
36584,2020-02-27T0415,211,212
36585,2020-02-27T0445,211,210
36586,2020-02-27T0515,209,215
36587,2020-02-27T0545,215,227
36588,2020-02-27T0615,223,241
36589,2020-02-27T0645,236,247
36590,2020-02-27T0715,251,250
36591,2020-02-27T0745,259,247
36592,2020-02-27T0815,252,242
36593,2020-02-27T0845,251,239
36594,2020-02-27T0915,232,238
36595,2020-02-27T0945,238,230
36596,2020-02-27T1015,231,222
36597,2020-02-27T1045,225,209
36598,2020-02-27T1115,215,190
36599,2020-02-27T1145,200,186
36600,2020-02-27T1215,182,189
36601,2020-02-27T1245,188,185
36602,2020-02-27T1315,187,182
36603,2020-02-27T1345,180,177
36604,2020-02-27T1415,177,177
36605,2020-02-27T1445,171,180
36606,2020-02-27T1515,174,187
36607,2020-02-27T1545,177,204
36608,2020-02-27T1615,190,224
36609,2020-02-27T1645,216,237
36610,2020-02-27T1715,242,241
36611,2020-02-27T1745,250,245
36612,2020-02-27T1815,255,248
36613,2020-02-27T1845,259,248
36614,2020-02-27T1915,254,245
36615,2020-02-27T1945,246,241
36616,2020-02-27T2015,241,238
36617,2020-02-27T2045,240,233
36618,2020-02-27T2115,237,225
36619,2020-02-27T2145,231,215
36620,2020-02-27T2215,220,204
36621,2020-02-27T2245,207,198
36622,2020-02-27T2315,197,187
36623,2020-02-27T2345,190,186
36624,2020-03-01T0015,95,103
36625,2020-03-01T0045,98,109
36626,2020-03-01T0115,107,107
36627,2020-03-01T0145,112,103
36628,2020-03-01T0215,105,99
36629,2020-03-01T0245,97,97
36630,2020-03-01T0315,92,97
36631,2020-03-01T0345,101,101
36632,2020-03-01T0415,100,106
36633,2020-03-01T0445,105,109
36634,2020-03-01T0515,110,108
36635,2020-03-01T0545,111,108
36636,2020-03-01T0615,111,105
36637,2020-03-01T0645,106,102
36638,2020-03-01T0715,105,98
36639,2020-03-01T0745,102,92
36640,2020-03-01T0815,95,88
36641,2020-03-01T0845,88,86
36642,2020-03-01T0915,86,87
36643,2020-03-01T0945,86,89
36644,2020-03-01T1015,86,88
36645,2020-03-01T1045,87,86
36646,2020-03-01T1115,86,85
36647,2020-03-01T1145,84,85
36648,2020-03-01T1215,85,87
36649,2020-03-01T1245,86,85
36650,2020-03-01T1315,88,87
36651,2020-03-01T1345,87,89
36652,2020-03-01T1415,88,94
36653,2020-03-01T1445,91,101
36654,2020-03-01T1515,96,114
36655,2020-03-01T1545,106,132
36656,2020-03-01T1615,123,153
36657,2020-03-01T1645,143,172
36658,2020-03-01T1715,168,179
36659,2020-03-01T1745,182,186
36660,2020-03-01T1815,186,189
36661,2020-03-01T1845,199,188
36662,2020-03-01T1915,204,190
36663,2020-03-01T1945,189,189
36664,2020-03-01T2015,186,192
36665,2020-03-01T2045,192,183
36666,2020-03-01T2115,193,176
36667,2020-03-01T2145,181,172
36668,2020-03-01T2215,172,163
36669,2020-03-01T2245,165,158
36670,2020-03-01T2315,158,156
36671,2020-03-01T2345,155,157
36672,2020-03-02T0015,154,160
36673,2020-03-02T0045,158,164
36674,2020-03-02T0115,164,164
36675,2020-03-02T0145,168,165
36676,2020-03-02T0215,170,166
36677,2020-03-02T0245,171,168
36678,2020-03-02T0315,167,173
36679,2020-03-02T0345,169,176
36680,2020-03-02T0415,185,183
36681,2020-03-02T0445,180,193
36682,2020-03-02T0515,190,211
36683,2020-03-02T0545,201,236
36684,2020-03-02T0615,223,261
36685,2020-03-02T0645,254,275
36686,2020-03-02T0715,283,275
36687,2020-03-02T0745,292,273
36688,2020-03-02T0815,270,267
36689,2020-03-02T0845,267,260
36690,2020-03-02T0915,257,254
36691,2020-03-02T0945,260,240
36692,2020-03-02T1015,245,230
36693,2020-03-02T1045,234,229
36694,2020-03-02T1115,223,225
36695,2020-03-02T1145,231,227
36696,2020-03-02T1215,230,227
36697,2020-03-02T1245,224,225
36698,2020-03-02T1315,224,226
36699,2020-03-02T1345,223,230
36700,2020-03-02T1415,229,235
36701,2020-03-02T1445,240,233
36702,2020-03-02T1515,240,238
36703,2020-03-02T1545,235,247
36704,2020-03-02T1615,246,255
36705,2020-03-02T1645,251,262
36706,2020-03-02T1715,266,268
36707,2020-03-02T1745,282,273
36708,2020-03-02T1815,274,272
36709,2020-03-02T1845,274,268
36710,2020-03-02T1915,268,264
36711,2020-03-02T1945,263,257
36712,2020-03-02T2015,259,245
36713,2020-03-02T2045,249,227
36714,2020-03-02T2115,103,203
36715,2020-03-02T2145,221,183
36716,2020-03-02T2215,194,165
36717,2020-03-02T2245,173,156
36718,2020-03-02T2315,155,158
36719,2020-03-02T2345,149,160
36720,2020-03-03T0015,151,167
36721,2020-03-03T0045,150,167
36722,2020-03-03T0115,167,167
36723,2020-03-03T0145,165,168
36724,2020-03-03T0215,168,168
36725,2020-03-03T0245,166,172
36726,2020-03-03T0315,167,174
36727,2020-03-03T0345,171,175
36728,2020-03-03T0415,175,178
36729,2020-03-03T0445,178,188
36730,2020-03-03T0515,183,205
36731,2020-03-03T0545,195,235
36732,2020-03-03T0615,220,262
36733,2020-03-03T0645,250,272
36734,2020-03-03T0715,273,272
36735,2020-03-03T0745,290,269
36736,2020-03-03T0815,274,265
36737,2020-03-03T0845,271,259
36738,2020-03-03T0915,256,258
36739,2020-03-03T0945,257,253
36740,2020-03-03T1015,254,247
36741,2020-03-03T1045,248,245
36742,2020-03-03T1115,242,246
36743,2020-03-03T1145,245,246
36744,2020-03-03T1215,247,254
36745,2020-03-03T1245,250,261
36746,2020-03-03T1315,255,261
36747,2020-03-03T1345,259,264
36748,2020-03-03T1415,261,262
36749,2020-03-03T1445,263,268
36750,2020-03-03T1515,261,279
36751,2020-03-03T1545,267,288
36752,2020-03-03T1615,282,298
36753,2020-03-03T1645,297,305
36754,2020-03-03T1715,307,306
36755,2020-03-03T1745,311,306
36756,2020-03-03T1815,309,306
36757,2020-03-03T1845,303,306
36758,2020-03-03T1915,305,301
36759,2020-03-03T1945,301,293
36760,2020-03-03T2015,295,287
36761,2020-03-03T2045,289,283
36762,2020-03-03T2115,284,281
36763,2020-03-03T2145,282,274
36764,2020-03-03T2215,274,261
36765,2020-03-03T2245,269,258
36766,2020-03-03T2315,256,261
36767,2020-03-03T2345,257,264
36768,2020-03-04T0015,265,269
36769,2020-03-04T0045,250,273
36770,2020-03-04T0115,264,284
36771,2020-03-04T0145,278,285
36772,2020-03-04T0215,294,287
36773,2020-03-04T0245,296,291
36774,2020-03-04T0315,285,294
36775,2020-03-04T0345,289,298
36776,2020-03-04T0415,300,305
36777,2020-03-04T0445,307,319
36778,2020-03-04T0515,313,329
36779,2020-03-04T0545,328,345
36780,2020-03-04T0615,341,360
36781,2020-03-04T0645,359,356
36782,2020-03-04T0715,373,350
36783,2020-03-04T0745,361,342
36784,2020-03-04T0815,349,333
36785,2020-03-04T0845,325,329
36786,2020-03-04T0915,313,328
36787,2020-03-04T0945,324,332
36788,2020-03-04T1015,325,334
36789,2020-03-04T1045,336,333
36790,2020-03-04T1115,336,329
36791,2020-03-04T1145,332,333
36792,2020-03-04T1215,334,338
36793,2020-03-04T1245,338,341
36794,2020-03-04T1315,339,343
36795,2020-03-04T1345,340,345
36796,2020-03-04T1415,341,347
36797,2020-03-04T1445,344,351
36798,2020-03-04T1515,348,355
36799,2020-03-04T1545,355,358
36800,2020-03-04T1615,355,357
36801,2020-03-04T1645,357,354
36802,2020-03-04T1715,355,352
36803,2020-03-04T1745,351,354
36804,2020-03-04T1815,342,353
36805,2020-03-04T1845,350,350
36806,2020-03-04T1915,350,348
36807,2020-03-04T1945,345,349
36808,2020-03-04T2015,344,352
36809,2020-03-04T2045,349,354
36810,2020-03-04T2115,359,343
36811,2020-03-04T2145,356,341
36812,2020-03-04T2215,346,339
36813,2020-03-04T2245,346,340
36814,2020-03-04T2315,343,350
36815,2020-03-04T2345,348,353
36816,2020-03-05T0015,360,361
36817,2020-03-05T0045,357,363
36818,2020-03-05T0115,371,363
36819,2020-03-05T0145,371,363
36820,2020-03-05T0215,371,363
36821,2020-03-05T0245,364,358
36822,2020-03-05T0315,356,353
36823,2020-03-05T0345,357,346
36824,2020-03-05T0415,348,340
36825,2020-03-05T0445,340,342
36826,2020-03-05T0515,339,334
36827,2020-03-05T0545,345,328
36828,2020-03-05T0615,331,333
36829,2020-03-05T0645,327,334
36830,2020-03-05T0715,341,329
36831,2020-03-05T0745,338,327
36832,2020-03-05T0815,331,322
36833,2020-03-05T0845,317,318
36834,2020-03-05T0915,306,315
36835,2020-03-05T0945,308,311
36836,2020-03-05T1015,307,309
36837,2020-03-05T1045,310,306
36838,2020-03-05T1115,307,302
36839,2020-03-05T1145,303,302
36840,2020-03-05T1215,300,303
36841,2020-03-05T1245,303,302
36842,2020-03-05T1315,306,303
36843,2020-03-05T1345,304,306
36844,2020-03-05T1415,304,308
36845,2020-03-05T1445,307,306
36846,2020-03-05T1515,308,310
36847,2020-03-05T1545,305,315
36848,2020-03-05T1615,309,319
36849,2020-03-05T1645,315,325
36850,2020-03-05T1715,324,324
36851,2020-03-05T1745,326,324
36852,2020-03-05T1815,324,323
36853,2020-03-05T1845,322,324
36854,2020-03-05T1915,315,323
36855,2020-03-05T1945,319,322
36856,2020-03-05T2015,325,319
36857,2020-03-05T2045,331,317
36858,2020-03-05T2115,361,312
36859,2020-03-05T2145,317,300
36860,2020-03-05T2215,310,297
36861,2020-03-05T2245,297,289
36862,2020-03-05T2315,295,287
36863,2020-03-05T2345,291,289
36864,2020-03-06T0015,287,295
36865,2020-03-06T0045,270,297
36866,2020-03-06T0115,298,302
36867,2020-03-06T0145,309,303
36868,2020-03-06T0215,309,304
36869,2020-03-06T0245,305,304
36870,2020-03-06T0315,297,306
36871,2020-03-06T0345,305,306
36872,2020-03-06T0415,309,307
36873,2020-03-06T0445,309,304
36874,2020-03-06T0515,306,304
36875,2020-03-06T0545,302,318
36876,2020-03-06T0615,311,331
36877,2020-03-06T0645,324,333
36878,2020-03-06T0715,327,327
36879,2020-03-06T0745,327,321
36880,2020-03-06T0815,328,315
36881,2020-03-06T0845,335,312
36882,2020-03-06T0915,344,308
36883,2020-03-06T0945,315,300
36884,2020-03-06T1015,303,295
36885,2020-03-06T1045,297,291
36886,2020-03-06T1115,290,286
36887,2020-03-06T1145,291,284
36888,2020-03-06T1215,287,282
36889,2020-03-06T1245,283,281
36890,2020-03-06T1315,280,284
36891,2020-03-06T1345,281,286
36892,2020-03-06T1415,287,285
36893,2020-03-06T1445,288,287
36894,2020-03-06T1515,289,298
36895,2020-03-06T1545,295,312
36896,2020-03-06T1615,306,326
36897,2020-03-06T1645,321,334
36898,2020-03-06T1715,338,334
36899,2020-03-06T1745,336,336
36900,2020-03-06T1815,336,347
36901,2020-03-06T1845,345,346
36902,2020-03-06T1915,340,333
36903,2020-03-06T1945,336,334
36904,2020-03-06T2015,324,341
36905,2020-03-06T2045,339,333
36906,2020-03-06T2115,345,320
36907,2020-03-06T2145,336,307
36908,2020-03-06T2215,313,293
36909,2020-03-06T2245,297,284
36910,2020-03-06T2315,291,276
36911,2020-03-06T2345,285,278
36912,2020-03-07T0015,277,284
36913,2020-03-07T0045,279,283
36914,2020-03-07T0115,290,271
36915,2020-03-07T0145,279,265
36916,2020-03-07T0215,266,254
36917,2020-03-07T0245,246,232
36918,2020-03-07T0315,227,225
36919,2020-03-07T0345,226,213
36920,2020-03-07T0415,218,209
36921,2020-03-07T0445,205,207
36922,2020-03-07T0515,199,205
36923,2020-03-07T0545,204,199
36924,2020-03-07T0615,202,201
36925,2020-03-07T0645,195,201
36926,2020-03-07T0715,203,203
36927,2020-03-07T0745,201,205
36928,2020-03-07T0815,200,206
36929,2020-03-07T0845,202,204
36930,2020-03-07T0915,208,201
36931,2020-03-07T0945,204,190
36932,2020-03-07T1015,196,177
36933,2020-03-07T1045,180,164
36934,2020-03-07T1115,166,151
36935,2020-03-07T1145,153,147
36936,2020-03-07T1215,145,144
36937,2020-03-07T1245,144,143
36938,2020-03-07T1315,142,144
36939,2020-03-07T1345,141,142
36940,2020-03-07T1415,141,142
36941,2020-03-07T1445,140,145
36942,2020-03-07T1515,142,148
36943,2020-03-07T1545,146,148
36944,2020-03-07T1615,149,150
36945,2020-03-07T1645,146,153
36946,2020-03-07T1715,151,158
36947,2020-03-07T1745,153,166
36948,2020-03-07T1815,162,163
36949,2020-03-07T1845,170,160
36950,2020-03-07T1915,165,153
36951,2020-03-07T1945,162,148
36952,2020-03-07T2015,152,147
36953,2020-03-07T2045,141,142
36954,2020-03-07T2115,137,133
36955,2020-03-07T2145,134,125
36956,2020-03-07T2215,127,117
36957,2020-03-07T2245,123,103
36958,2020-03-07T2315,114,92
36959,2020-03-07T2345,102,89
36960,2020-03-08T0015,89,90
36961,2020-03-08T0045,86,98
36962,2020-03-08T0115,94,100
36963,2020-03-08T0145,102,99
36964,2020-03-08T0215,101,98
36965,2020-03-08T0245,96,95
36966,2020-03-08T0315,94,95
36967,2020-03-08T0345,98,95
36968,2020-03-08T0415,97,95
36969,2020-03-08T0445,99,90
36970,2020-03-08T0515,98,86
36971,2020-03-08T0545,89,85
36972,2020-03-08T0615,89,83
36973,2020-03-08T0645,85,80
36974,2020-03-08T0715,84,76
36975,2020-03-08T0745,78,75
36976,2020-03-08T0815,75,77
36977,2020-03-08T0845,72,81
36978,2020-03-08T0915,77,82
36979,2020-03-08T0945,91,82
36980,2020-03-08T1015,81,85
36981,2020-03-08T1045,81,88
36982,2020-03-08T1115,85,89
36983,2020-03-08T1145,89,87
36984,2020-03-08T1215,89,91
36985,2020-03-08T1245,90,92
36986,2020-03-08T1315,93,95
36987,2020-03-08T1345,95,98
36988,2020-03-08T1415,97,99
36989,2020-03-08T1445,99,107
36990,2020-03-08T1515,102,120
36991,2020-03-08T1545,112,141
36992,2020-03-08T1615,131,161
36993,2020-03-08T1645,156,180
36994,2020-03-08T1715,183,193
36995,2020-03-08T1745,202,197
36996,2020-03-08T1815,214,197
36997,2020-03-08T1845,209,192
36998,2020-03-08T1915,197,187
36999,2020-03-08T1945,194,177
37000,2020-03-08T2015,185,172
37001,2020-03-08T2045,173,171
37002,2020-03-08T2115,170,159
37003,2020-03-08T2145,167,151
37004,2020-03-08T2215,157,140
37005,2020-03-08T2245,145,127
37006,2020-03-08T2315,132,119
37007,2020-03-08T2345,120,121
37008,2020-03-09T0015,114,129
37009,2020-03-09T0045,121,135
37010,2020-03-09T0115,139,128
37011,2020-03-09T0145,139,127
37012,2020-03-09T0215,128,123
37013,2020-03-09T0245,126,113
37014,2020-03-09T0315,116,114
37015,2020-03-09T0345,111,115
37016,2020-03-09T0415,117,113
37017,2020-03-09T0445,113,115
37018,2020-03-09T0515,114,126
37019,2020-03-09T0545,118,146
37020,2020-03-09T0615,134,167
37021,2020-03-09T0645,157,189
37022,2020-03-09T0715,175,200
37023,2020-03-09T0745,198,206
37024,2020-03-09T0815,215,203
37025,2020-03-09T0845,221,192
37026,2020-03-09T0915,217,187
37027,2020-03-09T0945,195,184
37028,2020-03-09T1015,183,186
37029,2020-03-09T1045,185,189
37030,2020-03-09T1115,185,193
37031,2020-03-09T1145,191,193
37032,2020-03-09T1215,12,190
37033,2020-03-09T1245,191,186
37034,2020-03-09T1315,190,184
37035,2020-03-09T1345,188,179
37036,2020-03-09T1415,181,176
37037,2020-03-09T1445,179,178
37038,2020-03-09T1515,177,182
37039,2020-03-09T1545,181,187
37040,2020-03-09T1615,184,191
37041,2020-03-09T1645,189,195
37042,2020-03-09T1715,190,200
37043,2020-03-09T1745,199,197
37044,2020-03-09T1815,199,192
37045,2020-03-09T1845,194,178
37046,2020-03-09T1915,187,171
37047,2020-03-09T1945,172,163
37048,2020-03-09T2015,165,154
37049,2020-03-09T2045,160,143
37050,2020-03-09T2115,146,129
37051,2020-03-09T2145,134,120
37052,2020-03-09T2215,121,113
37053,2020-03-09T2245,115,97
37054,2020-03-09T2315,104,93
37055,2020-03-09T2345,89,93
37056,2020-03-10T0015,93,96
37057,2020-03-10T0045,92,104
37058,2020-03-10T0115,104,103
37059,2020-03-10T0145,111,102
37060,2020-03-10T0215,106,101
37061,2020-03-10T0245,102,103
37062,2020-03-10T0315,100,105
37063,2020-03-10T0345,109,108
37064,2020-03-10T0415,106,116
37065,2020-03-10T0445,113,118
37066,2020-03-10T0515,120,121
37067,2020-03-10T0545,118,122
37068,2020-03-10T0615,120,131
37069,2020-03-10T0645,118,145
37070,2020-03-10T0715,140,151
37071,2020-03-10T0745,144,151
37072,2020-03-10T0815,150,150
37073,2020-03-10T0845,155,149
37074,2020-03-10T0915,154,146
37075,2020-03-10T0945,153,144
37076,2020-03-10T1015,144,142
37077,2020-03-10T1045,141,140
37078,2020-03-10T1115,138,137
37079,2020-03-10T1145,131,136
37080,2020-03-10T1215,132,135
37081,2020-03-10T1245,133,134
37082,2020-03-10T1315,132,130
37083,2020-03-10T1345,131,129
37084,2020-03-10T1415,129,129
37085,2020-03-10T1445,127,129
37086,2020-03-10T1515,128,136
37087,2020-03-10T1545,129,147
37088,2020-03-10T1615,136,158
37089,2020-03-10T1645,148,169
37090,2020-03-10T1715,164,178
37091,2020-03-10T1745,174,185
37092,2020-03-10T1815,186,193
37093,2020-03-10T1845,197,191
37094,2020-03-10T1915,205,189
37095,2020-03-10T1945,196,189
37096,2020-03-10T2015,189,187
37097,2020-03-10T2045,187,183
